"regionname","species","location","locationtype","cuid","parameter","datavalue"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Conservation Unit","324","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)","Conservation Unit","324","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-North (Fall x-1)","Conservation Unit","327","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-North (Fall x-1)","Conservation Unit","327","dq_score","14"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-North (Fall x-1)","Conservation Unit","327","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-North (Fall x-1)","Conservation Unit","327","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-North (Fall x-1)","Conservation Unit","327","survey_quality","4"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Conservation Unit","325","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Conservation Unit","325","dq_score","13"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Conservation Unit","325","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Conservation Unit","325","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","East Vancouver Island-Qualicum and Puntledge (Fall x-1)","Conservation Unit","325","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chinook","Homathko (Summer x-x)","Conservation Unit","331","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Homathko (Summer x-x)","Conservation Unit","331","dq_score","0"
"Vancouver Island & Mainland Inlets","Chinook","Homathko (Summer x-x)","Conservation Unit","331","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","Homathko (Summer x-x)","Conservation Unit","331","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chinook","Homathko (Summer x-x)","Conservation Unit","331","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Klinaklini (Summer 5-2)","Conservation Unit","332","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Klinaklini (Summer 5-2)","Conservation Unit","332","dq_score","0"
"Vancouver Island & Mainland Inlets","Chinook","Klinaklini (Summer 5-2)","Conservation Unit","332","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","Klinaklini (Summer 5-2)","Conservation Unit","332","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chinook","Klinaklini (Summer 5-2)","Conservation Unit","332","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Georgia Strait (Fall x-1)","Conservation Unit","320","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Georgia Strait (Fall x-1)","Conservation Unit","320","dq_score","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Georgia Strait (Fall x-1)","Conservation Unit","320","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Georgia Strait (Fall x-1)","Conservation Unit","320","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Georgia Strait (Fall x-1)","Conservation Unit","320","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Southern Fjords (Fall x-1)","Conservation Unit","326","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Southern Fjords (Fall x-1)","Conservation Unit","326","dq_score","5"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Southern Fjords (Fall x-1)","Conservation Unit","326","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Southern Fjords (Fall x-1)","Conservation Unit","326","survey_execution","2"
"Vancouver Island & Mainland Inlets","Chinook","Southern Mainland-Southern Fjords (Fall x-1)","Conservation Unit","326","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Conservation Unit","329","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Conservation Unit","329","dq_score","8"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Conservation Unit","329","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Conservation Unit","329","survey_execution","5"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","Conservation Unit","329","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-North (Fall x-1)","Conservation Unit","330","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-North (Fall x-1)","Conservation Unit","330","dq_score","5"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-North (Fall x-1)","Conservation Unit","330","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-North (Fall x-1)","Conservation Unit","330","survey_execution","2"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-North (Fall x-1)","Conservation Unit","330","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-South (Fall x-1)","Conservation Unit","328","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-South (Fall x-1)","Conservation Unit","328","dq_score","7"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-South (Fall x-1)","Conservation Unit","328","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-South (Fall x-1)","Conservation Unit","328","survey_execution","4"
"Vancouver Island & Mainland Inlets","Chinook","West Vancouver Island-South (Fall x-1)","Conservation Unit","328","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Bute Inlet","Conservation Unit","901","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Bute Inlet","Conservation Unit","901","dq_score","0"
"Vancouver Island & Mainland Inlets","Chum","Bute Inlet","Conservation Unit","901","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chum","Bute Inlet","Conservation Unit","901","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chum","Bute Inlet","Conservation Unit","901","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Georgia Strait","Conservation Unit","904","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Georgia Strait","Conservation Unit","904","dq_score","12"
"Vancouver Island & Mainland Inlets","Chum","Georgia Strait","Conservation Unit","904","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Chum","Georgia Strait","Conservation Unit","904","survey_execution","4"
"Vancouver Island & Mainland Inlets","Chum","Georgia Strait","Conservation Unit","904","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Howe Sound-Burrard Inlet","Conservation Unit","905","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Howe Sound-Burrard Inlet","Conservation Unit","905","dq_score","0"
"Vancouver Island & Mainland Inlets","Chum","Howe Sound-Burrard Inlet","Conservation Unit","905","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chum","Howe Sound-Burrard Inlet","Conservation Unit","905","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chum","Howe Sound-Burrard Inlet","Conservation Unit","905","survey_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Loughborough","Conservation Unit","902","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Loughborough","Conservation Unit","902","dq_score","6"
"Vancouver Island & Mainland Inlets","Chum","Loughborough","Conservation Unit","902","survey_coverage","1"
"Vancouver Island & Mainland Inlets","Chum","Loughborough","Conservation Unit","902","survey_execution","3"
"Vancouver Island & Mainland Inlets","Chum","Loughborough","Conservation Unit","902","survey_quality","2"
"Vancouver Island & Mainland Inlets","Chum","Northeast Vancouver Island","Conservation Unit","903","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Northeast Vancouver Island","Conservation Unit","903","dq_score","6"
"Vancouver Island & Mainland Inlets","Chum","Northeast Vancouver Island","Conservation Unit","903","survey_coverage","1"
"Vancouver Island & Mainland Inlets","Chum","Northeast Vancouver Island","Conservation Unit","903","survey_execution","4"
"Vancouver Island & Mainland Inlets","Chum","Northeast Vancouver Island","Conservation Unit","903","survey_quality","1"
"Vancouver Island & Mainland Inlets","Chum","Northwest Vancouver Island","Conservation Unit","977","catch_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Northwest Vancouver Island","Conservation Unit","977","dq_score","9"
"Vancouver Island & Mainland Inlets","Chum","Northwest Vancouver Island","Conservation Unit","977","survey_coverage","1"
"Vancouver Island & Mainland Inlets","Chum","Northwest Vancouver Island","Conservation Unit","977","survey_execution","3"
"Vancouver Island & Mainland Inlets","Chum","Northwest Vancouver Island","Conservation Unit","977","survey_quality","2"
"Vancouver Island & Mainland Inlets","Chum","Southern Coastal Streams","Conservation Unit","900","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Southern Coastal Streams","Conservation Unit","900","dq_score","4"
"Vancouver Island & Mainland Inlets","Chum","Southern Coastal Streams","Conservation Unit","900","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chum","Southern Coastal Streams","Conservation Unit","900","survey_execution","1"
"Vancouver Island & Mainland Inlets","Chum","Southern Coastal Streams","Conservation Unit","900","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Southwest & West Vancouver Island","Conservation Unit","978","catch_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Southwest & West Vancouver Island","Conservation Unit","978","dq_score","10"
"Vancouver Island & Mainland Inlets","Chum","Southwest & West Vancouver Island","Conservation Unit","978","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chum","Southwest & West Vancouver Island","Conservation Unit","978","survey_execution","4"
"Vancouver Island & Mainland Inlets","Chum","Southwest & West Vancouver Island","Conservation Unit","978","survey_quality","3"
"Vancouver Island & Mainland Inlets","Chum","Upper Knight","Conservation Unit","979","catch_quality","0"
"Vancouver Island & Mainland Inlets","Chum","Upper Knight","Conservation Unit","979","dq_score","0"
"Vancouver Island & Mainland Inlets","Chum","Upper Knight","Conservation Unit","979","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Chum","Upper Knight","Conservation Unit","979","survey_execution","0"
"Vancouver Island & Mainland Inlets","Chum","Upper Knight","Conservation Unit","979","survey_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Clayoquot","Conservation Unit","915","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Clayoquot","Conservation Unit","915","dq_score","6"
"Vancouver Island & Mainland Inlets","Coho","Clayoquot","Conservation Unit","915","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Clayoquot","Conservation Unit","915","survey_execution","3"
"Vancouver Island & Mainland Inlets","Coho","Clayoquot","Conservation Unit","915","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Georgia Strait","Conservation Unit","910","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Georgia Strait","Conservation Unit","910","dq_score","5"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Georgia Strait","Conservation Unit","910","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Georgia Strait","Conservation Unit","910","survey_execution","2"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Georgia Strait","Conservation Unit","910","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Johnstone Strait-Southern Fjords","Conservation Unit","911","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Johnstone Strait-Southern Fjords","Conservation Unit","911","dq_score","8"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Johnstone Strait-Southern Fjords","Conservation Unit","911","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Johnstone Strait-Southern Fjords","Conservation Unit","911","survey_execution","5"
"Vancouver Island & Mainland Inlets","Coho","East Vancouver Island-Johnstone Strait-Southern Fjords","Conservation Unit","911","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","Georgia Strait Mainland","Conservation Unit","908","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Georgia Strait Mainland","Conservation Unit","908","dq_score","5"
"Vancouver Island & Mainland Inlets","Coho","Georgia Strait Mainland","Conservation Unit","908","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Georgia Strait Mainland","Conservation Unit","908","survey_execution","2"
"Vancouver Island & Mainland Inlets","Coho","Georgia Strait Mainland","Conservation Unit","908","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","Homathko-Klinaklini Rivers","Conservation Unit","916","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Homathko-Klinaklini Rivers","Conservation Unit","916","dq_score","0"
"Vancouver Island & Mainland Inlets","Coho","Homathko-Klinaklini Rivers","Conservation Unit","916","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Homathko-Klinaklini Rivers","Conservation Unit","916","survey_execution","0"
"Vancouver Island & Mainland Inlets","Coho","Homathko-Klinaklini Rivers","Conservation Unit","916","survey_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Howe Sound-Burrard Inlet","Conservation Unit","907","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Howe Sound-Burrard Inlet","Conservation Unit","907","dq_score","0"
"Vancouver Island & Mainland Inlets","Coho","Howe Sound-Burrard Inlet","Conservation Unit","907","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Howe Sound-Burrard Inlet","Conservation Unit","907","survey_execution","0"
"Vancouver Island & Mainland Inlets","Coho","Howe Sound-Burrard Inlet","Conservation Unit","907","survey_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Juan de Fuca-Pachena","Conservation Unit","913","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Juan de Fuca-Pachena","Conservation Unit","913","dq_score","6"
"Vancouver Island & Mainland Inlets","Coho","Juan de Fuca-Pachena","Conservation Unit","913","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Juan de Fuca-Pachena","Conservation Unit","913","survey_execution","3"
"Vancouver Island & Mainland Inlets","Coho","Juan de Fuca-Pachena","Conservation Unit","913","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","Nahwitti Lowland","Conservation Unit","912","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Nahwitti Lowland","Conservation Unit","912","dq_score","9"
"Vancouver Island & Mainland Inlets","Coho","Nahwitti Lowland","Conservation Unit","912","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Nahwitti Lowland","Conservation Unit","912","survey_execution","5"
"Vancouver Island & Mainland Inlets","Coho","Nahwitti Lowland","Conservation Unit","912","survey_quality","4"
"Vancouver Island & Mainland Inlets","Coho","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Conservation Unit","909","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Conservation Unit","909","dq_score","4"
"Vancouver Island & Mainland Inlets","Coho","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Conservation Unit","909","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Conservation Unit","909","survey_execution","1"
"Vancouver Island & Mainland Inlets","Coho","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","Conservation Unit","909","survey_quality","3"
"Vancouver Island & Mainland Inlets","Coho","West Vancouver Island","Conservation Unit","914","catch_quality","0"
"Vancouver Island & Mainland Inlets","Coho","West Vancouver Island","Conservation Unit","914","dq_score","6"
"Vancouver Island & Mainland Inlets","Coho","West Vancouver Island","Conservation Unit","914","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Coho","West Vancouver Island","Conservation Unit","914","survey_execution","3"
"Vancouver Island & Mainland Inlets","Coho","West Vancouver Island","Conservation Unit","914","survey_quality","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Alice","Conservation Unit","945","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Alice","Conservation Unit","945","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Alice","Conservation Unit","945","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Alice","Conservation Unit","945","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Alice","Conservation Unit","945","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Canoe Creek","Conservation Unit","946","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Canoe Creek","Conservation Unit","946","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Canoe Creek","Conservation Unit","946","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Canoe Creek","Conservation Unit","946","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Canoe Creek","Conservation Unit","946","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cecilia","Conservation Unit","947","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cecilia","Conservation Unit","947","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cecilia","Conservation Unit","947","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cecilia","Conservation Unit","947","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cecilia","Conservation Unit","947","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cheewat","Conservation Unit","948","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cheewat","Conservation Unit","948","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cheewat","Conservation Unit","948","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cheewat","Conservation Unit","948","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Cheewat","Conservation Unit","948","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Clayoquot","Conservation Unit","949","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Clayoquot","Conservation Unit","949","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Clayoquot","Conservation Unit","949","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Clayoquot","Conservation Unit","949","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Clayoquot","Conservation Unit","949","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Deserted","Conservation Unit","950","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Deserted","Conservation Unit","950","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Deserted","Conservation Unit","950","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Deserted","Conservation Unit","950","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Deserted","Conservation Unit","950","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fairy","Conservation Unit","951","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fairy","Conservation Unit","951","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fairy","Conservation Unit","951","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fairy","Conservation Unit","951","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fairy","Conservation Unit","951","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fulmore","Conservation Unit","927","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fulmore","Conservation Unit","927","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fulmore","Conservation Unit","927","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fulmore","Conservation Unit","927","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Fulmore","Conservation Unit","927","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Great Central","Conservation Unit","952","catch_quality","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Great Central","Conservation Unit","952","dq_score","3"
"Vancouver Island & Mainland Inlets","Lake sockeye","Great Central","Conservation Unit","952","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Great Central","Conservation Unit","952","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Great Central","Conservation Unit","952","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Henderson","Conservation Unit","953","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Henderson","Conservation Unit","953","dq_score","12"
"Vancouver Island & Mainland Inlets","Lake sockeye","Henderson","Conservation Unit","953","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Henderson","Conservation Unit","953","survey_execution","2"
"Vancouver Island & Mainland Inlets","Lake sockeye","Henderson","Conservation Unit","953","survey_quality","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hesquiat","Conservation Unit","954","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hesquiat","Conservation Unit","954","dq_score","1"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hesquiat","Conservation Unit","954","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hesquiat","Conservation Unit","954","survey_execution","1"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hesquiat","Conservation Unit","954","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Heydon","Conservation Unit","928","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Heydon","Conservation Unit","928","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Heydon","Conservation Unit","928","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Heydon","Conservation Unit","928","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Heydon","Conservation Unit","928","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hobiton","Conservation Unit","955","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hobiton","Conservation Unit","955","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hobiton","Conservation Unit","955","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hobiton","Conservation Unit","955","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Hobiton","Conservation Unit","955","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Ida-Bonanza","Conservation Unit","937","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Ida-Bonanza","Conservation Unit","937","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Ida-Bonanza","Conservation Unit","937","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Ida-Bonanza","Conservation Unit","937","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Ida-Bonanza","Conservation Unit","937","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Jansen","Conservation Unit","956","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Jansen","Conservation Unit","956","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Jansen","Conservation Unit","956","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Jansen","Conservation Unit","956","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Jansen","Conservation Unit","956","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kakweiken","Conservation Unit","929","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kakweiken","Conservation Unit","929","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kakweiken","Conservation Unit","929","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kakweiken","Conservation Unit","929","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kakweiken","Conservation Unit","929","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kanim","Conservation Unit","957","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kanim","Conservation Unit","957","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kanim","Conservation Unit","957","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kanim","Conservation Unit","957","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kanim","Conservation Unit","957","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kennedy","Conservation Unit","958","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kennedy","Conservation Unit","958","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kennedy","Conservation Unit","958","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kennedy","Conservation Unit","958","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Kennedy","Conservation Unit","958","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Loose","Conservation Unit","930","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Loose","Conservation Unit","930","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Loose","Conservation Unit","930","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Loose","Conservation Unit","930","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Loose","Conservation Unit","930","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Mackenzie","Conservation Unit","931","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Mackenzie","Conservation Unit","931","dq_score","8"
"Vancouver Island & Mainland Inlets","Lake sockeye","Mackenzie","Conservation Unit","931","survey_coverage","5"
"Vancouver Island & Mainland Inlets","Lake sockeye","Mackenzie","Conservation Unit","931","survey_execution","1"
"Vancouver Island & Mainland Inlets","Lake sockeye","Mackenzie","Conservation Unit","931","survey_quality","2"
"Vancouver Island & Mainland Inlets","Lake sockeye","Maggie","Conservation Unit","959","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Maggie","Conservation Unit","959","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Maggie","Conservation Unit","959","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Maggie","Conservation Unit","959","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Maggie","Conservation Unit","959","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Megin","Conservation Unit","960","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Megin","Conservation Unit","960","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Megin","Conservation Unit","960","survey_coverage","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Megin","Conservation Unit","960","survey_execution","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Megin","Conservation Unit","960","survey_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muchalat","Conservation Unit","961","catch_quality","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muchalat","Conservation Unit","961","dq_score","0"
"Vancouver Island & Mainland Inlets","Lake sockeye","Muchalat","Conservation Unit","961","survey_coverage","0"
