"","stock.id","species","stock.name","lat","lon","ocean.basin","state","begin","end","n.years","max.spawners","max.recruits","source","url","comments"
"1175",288,"Chinook","East Fork Salmon River-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,3747,8089,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1176",289,"Chinook","East Fork South Fork Salmon River-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,1904,3043,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1177",290,"Chinook","Entiat River-Chinook","46.2508","-124.0143","WC","WA",1960,2007,48,1489,2397,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1178",291,"Chinook","Grande Ronde River Upper Mainstem-Chinook","46.2508","-124.0143","WC","WA",1955,2007,53,1029,2399,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1179",292,"Chinook","Imnaha River Mainstem-Chinook","46.2508","-124.0143","WC","WA",1956,2007,52,6267,5254,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1180",293,"Chinook","Lemhi River-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,3658,9378,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1181",294,"Chinook","Loon Creek-Chinook","46.2508","-124.0143","WC","WA",1957,2008,38,1090,2163,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1182",295,"Chinook","Marsh Creek-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,1845,3952,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1183",296,"Chinook","Methow River-Chinook","46.2508","-124.0143","WC","WA",1960,2008,49,10971,11778,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1184",297,"Chinook","Middle Fork Salmon River Lower Mainstem-Chinook","46.2508","-124.0143","WC","WA",1957,2008,35,246,369,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1185",298,"Chinook","Middle Fork Salmon River Upper Mainstem-Chinook","46.2508","-124.0143","WC","WA",1957,2008,29,1814,2971,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1186",299,"Chinook","Minam River-Chinook","46.2508","-124.0143","WC","WA",1956,2007,52,4104,3686,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1187",300,"Chinook","Salmon River Lower Mainstem-Chinook","46.2508","-124.0143","WC","WA",1957,2008,45,4888,3300,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1188",301,"Chinook","Salmon River Upper Mainstem-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,4612,6334,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1189",302,"Chinook","Secesh River-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,1759,3006,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1190",303,"Chinook","South Fork Salmon River-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,6310,9832,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1191",304,"Chinook","Sulphur Creek-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,693,1399,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1192",305,"Chinook","Tucannon River-Chinook","46.2508","-124.0143","WC","WA",1980,2006,27,852,1635,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1193",306,"Chinook","Valley Creek-Chinook","46.2508","-124.0143","WC","WA",1957,2008,52,1431,2895,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1194",307,"Chinook","Wallowa/Lostine Rivers-Chinook","46.2508","-124.0143","WC","WA",1959,2007,49,1585,4813,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1195",308,"Chinook","Wenaha River-Chinook","46.2508","-124.0143","WC","WA",1963,2007,45,2682,4467,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1196",309,"Chinook","Wenatchee River-Chinook","46.2508","-124.0143","WC","WA",1960,2007,48,6718,11039,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1197",310,"Chinook","Yankee Fork-Chinook","46.2508","-124.0143","WC","WA",1960,2008,42,1934,2859,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1198",311,"Chinook","Cedar River-Chinook","47.5039","-122.2169","WC","WA",1965,2010,46,2223,6753,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1199",312,"Chinook","Green River-Chinook","47.5925","-122.36","WC","WA",1968,2011,44,11569,41177,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1200",313,"Chinook","Lower Sauk River-Chinook","48.3677","-122.5141","WC","WA",1952,2010,59,3991,26076,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1201",314,"Chinook","Lower Skagit River-Chinook","48.3677","-122.5141","WC","WA",1952,2010,59,9328,57603,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1202",315,"Chinook","Mid-Hood Canal-Chinook","47.6393","-122.9299","WC","WA",1968,2010,43,1773,19355,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1203",316,"Chinook","Nisqually River-Chinook","47.0996","-122.7029","WC","WA",1968,2010,43,3527,31559,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1204",317,"Chinook","North Fork Stillaguamish River-Chinook","48.2465","-122.3957","WC","WA",1974,2010,37,1849,94076,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1205",318,"Chinook","Puyallup River-Chinook","47.2472","-122.4289","WC","WA",1968,2011,44,5369,19442,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1206",319,"Chinook","Skokomish River-Chinook","47.3436","-123.1212","WC","WA",1968,2010,43,3193,13853,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1207",320,"Chinook","Skykomish River-Chinook","48.0206","-122.2122","WC","WA",1965,2010,46,7703,103029,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1208",321,"Chinook","Snoqualmie River-Chinook","48.0206","-122.2122","WC","WA",1965,2010,46,3726,9412,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1209",322,"Chinook","South Fork Stillaguamish River-Chinook","48.2465","-122.3957","WC","WA",1974,2010,37,391,14690,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1210",323,"Chinook","Suiattle River-Chinook","48.3677","-122.5141","WC","WA",1952,2003,52,1807,9369,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1211",324,"Chinook","Upper Sauk River-Chinook","48.3677","-122.5141","WC","WA",1952,2010,59,3425,22302,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1212",325,"Chinook","Upper Skagit River-Chinook","48.3677","-122.5141","WC","WA",1952,2010,59,21183,111273,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1213",326,"Chinook","White River-Chinook","47.2472","-122.4289","WC","WA",1965,2011,47,10734,7544,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1214",327,"Chinook","Clackamas River-Chinook","46.2508","-124.0143","WC","OR",1974,2002,29,5592,11616,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1215",328,"Chinook","Coweeman River-Chinook","46.2508","-124.0143","WC","OR",1964,2008,45,2549,4360,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1216",329,"Chinook","Elochoman River-Chinook","46.2508","-124.0143","WC","OR",1964,2008,45,7893,15888,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1217",330,"Chinook","Grays and Chinook Rivers-Chinook","46.2508","-124.0143","WC","OR",1964,2008,45,2685,5258,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1218",331,"Chinook","Kalama River-Chinook","46.2508","-124.0143","WC","OR",1964,2008,45,24710,45859,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1219",332,"Chinook","Lewis River Fall-run-Chinook","46.2508","-124.0143","WC","OR",1964,2008,45,2142,2449,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1220",333,"Chinook","Lewis River Late fall-Chinook","46.2508","-124.0143","WC","OR",1964,2007,44,20058,37150,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1221",334,"Chinook","Lower Cowlitz River-Chinook","46.2508","-124.0143","WC","OR",1964,2007,44,22758,43359,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1222",335,"Chinook","McKenzie River-Chinook","46.2508","-124.0143","WC","OR",1970,2008,39,7795,13311,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1223",336,"Chinook","Toutle River-Chinook","46.2508","-124.0143","WC","OR",1964,2008,32,13943,16811,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1224",337,"Chinook","Upper Gorge Tributaries-Chinook","46.2508","-124.0143","WC","OR",1964,2003,40,1801,3004,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1225",338,"Chinook","White Salmon River-Chinook","46.2508","-124.0143","WC","OR",1965,2003,39,11480,14887,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1226",339,"Coho","Clackamas River-Coho","46.2508","-124.0143","WC","OR",1968,2010,43,14335,25697,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1227",340,"Coho","Sandy River-Coho","46.2508","-124.0143","WC","OR",1974,2010,34,2558,7972,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1228",341,"Coho","OCN Rivers-Coho","44.6175","-124.1093","WC","OR",1970,2014,45,330000,451152,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1229",342,"Coho","OCN Lakes-Coho","44.6175","-124.1093","WC","OR",1970,2014,45,38700,171785,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1230",343,"Coho","Clackamas River Early-Coho","46.2508","-124.0143","WC","OR",1973,2014,42,6940,7968,"Curry Cunningham/Brian Burke, 2022",NA,NA
"1231",344,"Coho","Clackamas River Late-Coho","46.2508","-124.0143","WC","OR",1973,2011,39,3067,11522,"Curry Cunningham/Brian Burke, 2022",NA,NA
>>>>>>> Stashed changes
